doctor_id,doctor_name,specialization,location_lat,location_lon,available_from,available_to,visit_duration_mins,priority_score,MR_id,others
DR491,Steven Roberts,Dermatologist,19.04904,72.85138,13:00,15:00,15,2,MR1,"Brochure, Digital device for demo"
DR492,Isaac Reed,Neurologist,19.116877,72.839285,12:00,14:00,15,1,MR2,Appointment confirmation slip
DR493,Jeffery Washington,Dermatologist,19.089236,72.904414,09:00,10:00,30,1,MR2,Samples of new medicine requested
DR494,Rhonda Gibson,Dermatologist,19.081189,72.856316,15:00,17:00,30,1,MR1,"Product brochure, Samples"
DR495,George Carroll,Pediatrician,19.036228,72.844221,14:00,15:00,15,3,MR2,"Product brochure, Samples"
DR496,Andre Briggs,Cardiologist,19.04561,72.828302,09:00,10:00,30,5,MR3,Paracetamol is req
DR497,Shawn Wilson,Dermatologist,19.123769,72.89306,15:00,17:00,15,5,MR2,Samples of new medicine requested
DR498,Jeffrey Anderson,Pediatrician,19.125658,72.848282,10:00,12:00,15,7,MR3,Samples of new medicine requested
DR499,Heather Suarez,Cardiologist,19.075266,72.912721,12:00,14:00,15,4,MR2,"Samples, Survey form"
DR500,Raymond Smith,Dermatologist,19.028331,72.909331,13:00,15:00,30,3,MR2,"Samples, Survey form"
